date,gold,silver
12/29/1988,220.55,247.89
12/30/1988,221.57,249.45
01/02/1989,221.57,249.45
01/03/1989,222.36,249.07
01/04/1989,221.12,245.46
01/05/1989,220.69,246.53
01/06/1989,219.66,247.61
01/09/1989,219.05,246.48
01/10/1989,218.54,244.58
01/11/1989,218.37,244.63
01/12/1989,218.7,244.28
01/13/1989,217.48,243.19
01/16/1989,217.47,243.37
01/17/1989,217.89,245.59
01/18/1989,217.46,244.01
01/19/1989,218.15,246.85
01/20/1989,220.82,255.37
01/23/1989,220.54,255.96
01/24/1989,219.37,253.36
01/25/1989,219.42,254.85
01/26/1989,217.55,252.04
01/27/1989,213.65,243.09
01/30/1989,213.48,240.8
01/31/1989,211.5,239.22
02/01/1989,212.3,240.91
02/02/1989,211.65,240.48
02/03/1989,211.91,241.03
02/06/1989,212.38,243.66
02/07/1989,211.68,241.87
02/08/1989,213.66,244.17
02/09/1989,213.12,243.01
02/10/1989,209.8,239.81
02/13/1989,208.88,240.42
02/14/1989,208.55,240.6
02/15/1989,208.17,243
02/16/1989,207.63,242.62
02/17/1989,206.18,244.54
02/20/1989,206.18,244.54
02/21/1989,209.12,244.65
02/22/1989,209.6,244.95
02/23/1989,211.69,244.89
02/24/1989,210.99,244.62
02/27/1989,209.63,241.55
02/28/1989,210,240.76
03/01/1989,208.28,237.17
03/02/1989,208.06,237.43
03/03/1989,209.56,239.23
03/06/1989,210.36,239.69
03/07/1989,213.22,242.39
03/08/1989,213.1,241.71
03/09/1989,214.1,247.59
03/10/1989,213.7,250.09
03/13/1989,213.8,250.68
03/14/1989,214.81,254.6
03/15/1989,212.57,251.2
03/16/1989,211.34,249.64
03/17/1989,213.42,252.34
03/20/1989,214.96,252.12
03/21/1989,214.16,249.86
03/22/1989,213.84,249.51
03/23/1989,212.88,247.13
03/24/1989,212.88,247.13
03/27/1989,212.07,245.13
03/28/1989,207.63,238.86
03/29/1989,207.42,237.29
03/30/1989,206.78,236.21
03/31/1989,208.86,238.02
04/03/1989,209.61,238.61
04/04/1989,209.56,239.62
04/05/1989,208.38,238.94
04/06/1989,208.49,238.8
04/07/1989,208.16,237.42
04/10/1989,209.55,239.74
04/11/1989,209.39,240.33
04/12/1989,210.63,241.69
04/13/1989,211.81,241.58
04/14/1989,209.49,238.94
04/17/1989,209.81,239.32
04/18/1989,208.41,237.28
04/19/1989,208.3,236.73
04/20/1989,209.53,237.68
04/21/1989,208.99,236.89
04/24/1989,210.65,239.93
04/25/1989,209.52,238.49
04/26/1989,209.24,237.22
04/27/1989,208.16,232.27
04/28/1989,205.19,230.5
05/01/1989,205.45,232.49
05/02/1989,205.18,231.25
05/03/1989,205.39,231.8
05/04/1989,205.01,230.92
05/05/1989,204.9,230.17
05/08/1989,204.57,229.93
05/09/1989,205.62,233.15
05/10/1989,204.91,230.77
05/11/1989,206.49,232.45
05/12/1989,204.77,227.44
05/15/1989,203.63,225.77
05/16/1989,203.57,226.15
05/17/1989,202.39,223.12
05/18/1989,200.51,221.96
05/19/1989,198.41,214.9
05/22/1989,196.83,209.89
05/23/1989,197.14,212.66
05/24/1989,197.3,212.71
05/25/1989,198.79,216.26
05/26/1989,198.09,215.78
05/29/1989,198.09,215.78
05/30/1989,198.81,214.96
05/31/1989,197.13,211.96
06/01/1989,197.61,213.44
06/02/1989,200.13,217.48
06/05/1989,199.68,216.21
06/06/1989,206.41,223.07
06/07/1989,205.16,224.34
06/08/1989,203.76,223.49
06/09/1989,195.13,211.83
06/12/1989,197.31,213.59
06/13/1989,197.9,214.45
06/14/1989,198.32,215.7
06/15/1989,200.09,217.8
06/16/1989,199.12,216.88
06/19/1989,200.22,218.48
06/20/1989,199.73,214.87
06/21/1989,203.07,216.81
06/22/1989,202.31,217.1
06/23/1989,206.46,218.56
06/26/1989,204.71,217.66
06/27/1989,205.57,217.67
06/28/1989,205.29,216.72
06/29/1989,202.47,209.96
06/30/1989,204.36,211.33
07/03/1989,206.56,214.38
07/04/1989,206.56,214.38
07/05/1989,210.61,220.93
07/06/1989,210.76,220.26
07/07/1989,209.24,213.37
07/10/1989,209.87,214.32
07/11/1989,208.16,215.29
07/12/1989,206.65,212.39
07/13/1989,205.77,212.64
07/14/1989,202.57,213.01
07/17/1989,202.59,215.46
07/18/1989,203.54,214.69
07/19/1989,201.08,211.02
07/20/1989,202.73,212.04
07/21/1989,203.2,212.2
07/24/1989,203.86,212.95
07/25/1989,204.02,213.2
07/26/1989,204.54,213.86
07/27/1989,203.79,213.42
07/28/1989,200.31,210.22
07/31/1989,202.21,215.64
08/01/1989,202.31,214.88
08/02/1989,201.82,213.71
08/03/1989,203.79,216.6
08/04/1989,200.63,211.24
08/07/1989,199.69,209.76
08/08/1989,199.84,210.93
08/09/1989,200.04,210.86
08/10/1989,200.24,211.25
08/11/1989,198.79,212.36
08/14/1989,199.89,212.62
08/15/1989,202.23,214.53
08/16/1989,200.78,212.27
08/17/1989,200.77,214.67
08/18/1989,200.44,214.32
08/21/1989,200.9,213.99
08/22/1989,200.94,213.75
08/23/1989,199.59,211.41
08/24/1989,198.94,211.42
08/25/1989,196.89,208.99
08/28/1989,196.65,208.34
08/29/1989,198.46,208.38
08/30/1989,197.59,208.03
08/31/1989,196.46,206.28
09/01/1989,196.88,207.53
09/04/1989,196.88,207.53
09/05/1989,196.51,207.11
09/06/1989,197.8,208.76
09/07/1989,197.09,209.32
09/08/1989,196.59,206.65
09/11/1989,196.51,206.71
09/12/1989,196.66,207.31
09/13/1989,196.81,207.16
09/14/1989,197.12,206.6
09/15/1989,199,207.77
09/18/1989,197.83,207.02
09/19/1989,197.71,206.95
09/20/1989,199.86,209.2
09/21/1989,200.01,211.65
09/22/1989,200.27,215.91
09/25/1989,202.51,215.84
09/26/1989,201.74,215.09
09/27/1989,201.35,214.33
09/28/1989,201.66,214.98
09/29/1989,201.27,213.42
10/02/1989,201.46,213.27
10/03/1989,201.12,213.2
10/04/1989,201.22,214.37
10/05/1989,199.32,211
10/06/1989,199.52,208.91
10/09/1989,199.22,206.35
10/10/1989,198.07,205.47
10/11/1989,198.6,207.25
10/12/1989,199.35,207.7
10/13/1989,199.34,207.22
10/16/1989,201.59,208.28
10/17/1989,201.63,208.12
10/18/1989,202.32,208.25
10/19/1989,201.39,207.2
10/20/1989,201.43,207.53
10/23/1989,201.34,207.58
10/24/1989,203.12,209.92
10/25/1989,202.57,208.55
10/26/1989,204.29,211.71
10/27/1989,207.49,215.11
10/30/1989,207.41,213.75
10/31/1989,205.71,211.16
11/01/1989,205.37,209.99
11/02/1989,208.68,214.16
11/03/1989,207.69,212.99
11/06/1989,209.35,213.46
11/07/1989,211.91,214.6
11/08/1989,213.27,214.64
11/09/1989,212.34,215.22
11/10/1989,212.14,213.35
11/13/1989,214.58,215.83
11/14/1989,215.92,219.45
11/15/1989,214.89,224.93
11/16/1989,214.88,227.28
11/17/1989,216.71,230.91
11/20/1989,218.8,231.85
11/21/1989,221.6,237.58
11/22/1989,225.6,236.16
11/23/1989,225.6,236.16
11/24/1989,230.02,239.25
11/27/1989,227.35,231.84
11/28/1989,227.19,232.09
11/29/1989,225.12,228.28
11/30/1989,226.25,230.8
12/01/1989,227.28,230.57
12/04/1989,220.54,224.42
12/05/1989,221.83,225.46
12/06/1989,222.53,226.31
12/07/1989,225.24,228.95
12/08/1989,226.26,229.79
12/11/1989,229.12,231.74
12/12/1989,229.71,230.99
12/13/1989,224.38,225.85
12/14/1989,224.38,226.21
12/15/1989,227.41,228.14
12/18/1989,226.36,226.61
12/19/1989,226.41,225.13
12/20/1989,227.22,225.9
12/21/1989,226.18,225.55
12/22/1989,226.88,226.24
12/25/1989,226.88,226.24
12/26/1989,223.48,224.43
12/27/1989,220.09,213.1
12/28/1989,218.83,209.34
12/29/1989,220.95,211.31
01/01/1990,220.95,211.31
01/02/1990,219.45,210.69
01/03/1990,216.39,209.42
01/04/1990,218.84,214.08
01/05/1990,223.09,216.13
01/08/1990,221.33,213.26
01/09/1990,222.03,212.82
01/10/1990,226.48,215.68
01/11/1990,227.33,215.6
01/12/1990,226.95,216.57
01/15/1990,227.36,213.09
01/16/1990,225.79,212.62
01/17/1990,226.65,213.59
01/18/1990,225.4,210.9
01/19/1990,225.28,211.34
01/22/1990,223.91,214.1
01/23/1990,227.1,215.15
01/24/1990,229.37,211.89
01/25/1990,228.61,211.74
01/26/1990,230.88,212.06
01/29/1990,230.48,211.92
01/30/1990,229.88,211.64
01/31/1990,226.62,211
02/01/1990,229.66,215.08
02/02/1990,229.76,215.53
02/05/1990,232.14,216.48
02/06/1990,231.59,215.6
02/07/1990,229.85,215.69
02/08/1990,230.12,216.02
02/09/1990,228.59,213.23
02/12/1990,230.37,214.63
02/13/1990,229.55,215.86
02/14/1990,228.9,215.79
02/15/1990,226.5,215.84
02/16/1990,229.05,216.24
02/19/1990,229.05,216.24
02/20/1990,230.77,216.63
02/21/1990,229.73,214.16
02/22/1990,228.36,213.89
02/23/1990,227.98,212.62
02/26/1990,224.64,208.96
02/27/1990,224.25,206.21
02/28/1990,223.15,208.05
03/01/1990,223.26,209.1
03/02/1990,221.45,207.87
03/05/1990,222.14,207.6
03/06/1990,221.91,207.57
03/07/1990,219.89,207.77
03/08/1990,219.72,207.34
03/09/1990,219.6,206.58
03/12/1990,219.51,204.51
03/13/1990,219.34,205.16
03/14/1990,218.79,206.01
03/15/1990,218.79,205.85
03/16/1990,219.59,206.38
03/19/1990,220.28,206.8
03/20/1990,215.62,204.47
03/21/1990,215.24,204.92
03/22/1990,216.48,206.05
03/23/1990,213.66,204.41
03/26/1990,201.13,200.89
03/27/1990,202.75,200.81
03/28/1990,202.74,199.29
03/29/1990,203.76,200.46
03/30/1990,203.26,200.39
04/02/1990,203.13,200.44
04/03/1990,206.21,202.9
04/04/1990,207.18,209.06
04/05/1990,205.87,208.22
04/06/1990,209.11,209.16
04/09/1990,206.64,206.8
04/10/1990,206.09,206.25
04/11/1990,205.65,207.67
04/12/1990,206.4,206.12
04/13/1990,206.4,206.12
04/16/1990,206.15,204.95
04/17/1990,206.14,206.31
04/18/1990,206.67,205.16
04/19/1990,207.26,205.16
04/20/1990,206.87,206.48
04/23/1990,208.2,206.3
04/24/1990,206.56,202.36
04/25/1990,203.66,199.26
04/26/1990,203.54,198.91
04/27/1990,203.97,199.15
04/30/1990,202.68,199.88
05/01/1990,203.44,203.11
05/02/1990,203.1,201.96
05/03/1990,204.07,202.32
05/04/1990,203.79,202.36
05/07/1990,204.42,203.1
05/08/1990,203.37,201.95
05/09/1990,204.34,203.39
05/10/1990,203.38,205.71
05/11/1990,202.66,203.96
05/14/1990,202.47,204.89
05/15/1990,203.87,202.74
05/16/1990,202.83,202.58
05/17/1990,203.09,203.22
05/18/1990,205.89,207.07
05/21/1990,205.22,207.6
05/22/1990,206.34,213.65
05/23/1990,199.89,211.42
05/24/1990,201.12,211.34
05/25/1990,202.09,210.79
05/28/1990,202.09,210.79
05/29/1990,201.67,207.68
05/30/1990,200.08,204
05/31/1990,199.96,205.04
06/01/1990,197.24,203.89
06/04/1990,196.77,204.1
06/05/1990,197.47,204.71
06/06/1990,196.1,203.43
06/07/1990,194.57,202.55
06/08/1990,195.21,202.31
06/11/1990,195.61,202.52
06/12/1990,195.32,202.79
06/13/1990,193.19,198.52
06/14/1990,190.35,192.62
06/15/1990,191.75,194.29
06/18/1990,191.75,194.29
06/19/1990,191.64,194.57
06/20/1990,192.39,195.17
06/21/1990,192.43,194.82
06/22/1990,192.31,194.34
06/25/1990,194.29,194.59
06/26/1990,192.53,194.75
06/27/1990,192.74,193.6
06/28/1990,193.27,194.32
06/29/1990,196.48,197.18
07/02/1990,197.1,199.18
07/03/1990,198.95,198.43
07/04/1990,198.95,198.43
07/05/1990,198.59,196.41
07/06/1990,198.42,196.29
07/09/1990,196.92,193.71
07/10/1990,195.44,194.15
07/11/1990,194.64,195.07
07/12/1990,196.82,197.14
07/13/1990,200.29,197.86
07/16/1990,199.72,195.52
07/17/1990,199.02,194.17
07/18/1990,198.74,196.88
07/19/1990,198.51,195.53
07/20/1990,198.45,195.37
07/23/1990,202.81,196.82
07/24/1990,202.16,193.94
07/25/1990,204.34,194.58
07/26/1990,202.83,195.43
07/27/1990,201.97,194.67
07/30/1990,202.2,193.59
07/31/1990,203.53,192.91
08/01/1990,205.29,194.27
08/02/1990,207.21,194.71
08/03/1990,207.52,194.95
08/06/1990,211.63,197.08
08/07/1990,211.62,195.84
08/08/1990,210.86,195.16
08/09/1990,212.3,195.72
08/10/1990,218.32,200.2
08/13/1990,222.81,205.62
08/14/1990,222.85,209.36
08/15/1990,221.44,204.26
08/16/1990,225.04,208.19
08/17/1990,225.3,208.7
08/20/1990,225.71,206.87
08/21/1990,224.25,205.3
08/22/1990,226.08,206.8
08/23/1990,226.66,206.64
08/24/1990,228.27,209.12
08/27/1990,213.85,195.48
08/28/1990,212.06,195.13
08/29/1990,212.05,194.5
08/30/1990,212.64,193.83
08/31/1990,210.25,191.82
09/03/1990,210.25,191.82
09/04/1990,211.13,190.29
09/05/1990,212.53,190.8
09/06/1990,214.3,192.15
09/07/1990,214.24,193.17
09/10/1990,208.31,191.52
09/11/1990,209.33,192.34
09/12/1990,210.18,193.29
09/13/1990,210.6,192.15
09/14/1990,211.84,191.16
09/17/1990,214.25,191.91
09/18/1990,213.26,192.9
09/19/1990,212.28,191.99
09/20/1990,213.84,192.31
09/21/1990,214.05,192.74
09/24/1990,221.67,197.81
09/25/1990,221.34,194.69
09/26/1990,224.21,193.06
09/27/1990,223.17,191.99
09/28/1990,221.75,191.52
10/01/1990,212.91,186.8
10/02/1990,214.21,188.23
10/03/1990,216.75,188.58
10/04/1990,215.93,187.71
10/05/1990,216.62,187.67
10/08/1990,217.41,187.78
10/09/1990,214.57,184.72
10/10/1990,213.63,177.29
10/11/1990,214.44,170.29
10/12/1990,213.23,173.11
10/15/1990,206.38,166.17
10/16/1990,199.11,166.61
10/17/1990,201.72,168.71
10/18/1990,203.5,168.74
10/19/1990,205.02,171.08
10/22/1990,203.34,168.6
10/23/1990,204.2,169.63
10/24/1990,205.39,169.74
10/25/1990,206.68,168.98
10/26/1990,203.94,162.64
10/29/1990,205.48,165.81
10/30/1990,208.75,169.35
10/31/1990,208.57,166.79
11/01/1990,209.6,169.86
11/02/1990,206.85,167.06
11/05/1990,208.67,168.83
11/06/1990,212.55,170.07
11/07/1990,212.48,171.3
11/08/1990,213.06,170.94
11/09/1990,211.68,169.38
11/12/1990,210.14,168.2
11/13/1990,212.2,168.51
11/14/1990,207.57,167.05
11/15/1990,208.42,164.77
11/16/1990,208.25,166.14
11/19/1990,209.68,165.84
11/20/1990,207.6,164.58
11/21/1990,208.29,165.2
11/22/1990,208.29,165.2
11/23/1990,210.88,165.54
11/26/1990,212.2,166.55
11/27/1990,211.8,164.58
11/28/1990,211.68,165.55
11/29/1990,213.41,164.33
11/30/1990,210.19,165.74
12/03/1990,206.39,166.34
12/04/1990,207.52,166.89
12/05/1990,205,166.72
12/06/1990,203.62,165.46
12/07/1990,203.06,162.74
12/10/1990,205.25,162.56
12/11/1990,204.04,163.18
12/12/1990,204.57,161.44
12/13/1990,205.48,160.57
12/14/1990,206.89,157.84
12/17/1990,207.39,158.68
12/18/1990,206.94,158.87
12/19/1990,212.23,164.11
12/20/1990,211.56,168.2
12/21/1990,210.29,161.33
12/24/1990,210.41,161.42
12/25/1990,210.41,161.42
12/26/1990,212.18,164.25
12/27/1990,212.33,164.16
12/28/1990,217.09,167.75
12/31/1990,217.2,167.92
01/01/1991,217.2,167.92
01/02/1991,214.49,164.81
01/03/1991,213.32,168.8
01/04/1991,212.43,166.46
01/07/1991,217.48,171.81
01/08/1991,215.37,165.39
01/09/1991,215.77,165.34
01/10/1991,215.32,164.18
01/11/1991,216.02,165.4
01/14/1991,220.71,168.74
01/15/1991,219.99,167.38
01/16/1991,222.37,167.93
01/17/1991,205.83,160.22
01/18/1991,206.3,159.06
01/21/1991,208.86,159.54
01/22/1991,209.28,160.04
01/23/1991,208.61,156.3
01/24/1991,205.69,150.29
01/25/1991,207.15,151.59
01/28/1991,207.8,152.66
01/29/1991,207.46,153.68
01/30/1991,203.12,152.12
01/31/1991,201.51,153.1
02/01/1991,201.66,153.96
02/04/1991,203.35,153.44
02/05/1991,201.91,153.47
02/06/1991,199.92,150.63
02/07/1991,202.58,151.77
02/08/1991,203.92,152.59
02/11/1991,202.22,147.23
02/12/1991,202.91,147.99
02/13/1991,202.5,149.54
02/14/1991,202.92,152.72
02/15/1991,200.71,150.81
02/18/1991,200.71,150.81
02/19/1991,200.84,147.13
02/20/1991,200.87,146.61
02/21/1991,199.81,145.21
02/22/1991,196.66,140.08
02/25/1991,198.13,142.83
02/26/1991,197.83,142.26
02/27/1991,199.57,142.52
02/28/1991,202.73,148.77
03/01/1991,202.55,150.57
03/04/1991,203.14,153.88
03/05/1991,201.42,153.32
03/06/1991,202.11,154.33
03/07/1991,202.7,158.5
03/08/1991,204.19,166.11
03/11/1991,201.53,162.36
03/12/1991,201.55,159.74
03/13/1991,202.63,163.8
03/14/1991,201.62,160.66
03/15/1991,201.44,163.06
03/18/1991,200.34,157.21
03/19/1991,200.86,160.32
03/20/1991,200.4,156.87
03/21/1991,200.32,159.19
03/22/1991,200.25,158.02
03/25/1991,197.99,156.52
03/26/1991,197.04,154.72
03/27/1991,196.14,151.9
03/28/1991,196.72,153.23
03/29/1991,196.72,153.23
04/01/1991,198.49,156.97
04/02/1991,197.49,158.98
04/03/1991,198.45,161.86
04/04/1991,198.21,161.02
04/05/1991,198.46,156.68
04/08/1991,199.6,157.75
04/09/1991,201.38,160.03
04/10/1991,200.92,158.2
04/11/1991,200.13,157.91
04/12/1991,199.01,158.33
04/15/1991,199.38,158.6
04/16/1991,199.35,159.72
04/17/1991,199.71,162.73
04/18/1991,197.82,156.87
04/19/1991,197.19,155.52
04/22/1991,197.67,156.57
04/23/1991,197.26,156.76
04/24/1991,196.85,156.11
04/25/1991,195.62,155.11
04/26/1991,195.49,155.69
04/29/1991,194.81,156
04/30/1991,196.82,157.99
05/01/1991,196.85,157.11
05/02/1991,196.33,158.83
05/03/1991,195.71,156.69
05/06/1991,196.57,159.01
05/07/1991,197.26,160.45
05/08/1991,197.51,160.87
05/09/1991,197.98,160.97
05/10/1991,197.46,159.93
05/13/1991,198.38,158.63
05/14/1991,199.17,160.82
05/15/1991,198.93,163.02
05/16/1991,196.88,159.29
05/17/1991,196.31,159.12
05/20/1991,197.49,160.06
05/21/1991,197.41,160.4
05/22/1991,196.95,160.23
05/23/1991,196.27,160.45
05/24/1991,197.07,159.96
05/27/1991,197.07,159.96
05/28/1991,201.14,165
05/29/1991,199.8,164.63
05/30/1991,201.09,164.66
05/31/1991,200.19,162.78
06/03/1991,201.16,165.15
06/04/1991,200.86,164.59
06/05/1991,200.84,165.6
06/06/1991,202.18,175.32
06/07/1991,202.99,176.93
06/10/1991,206.98,180.58
06/11/1991,205.53,178.74
06/12/1991,205.12,178.18
06/13/1991,205.05,179.12
06/14/1991,203.37,175.39
06/17/1991,204.02,176.18
06/18/1991,204.11,176.64
06/19/1991,204.25,176.04
06/20/1991,203.89,176.5
06/21/1991,202.66,173.78
06/24/1991,201.16,172.61
06/25/1991,202.02,173.66
06/26/1991,202.71,172.94
06/27/1991,202.74,174.03
06/28/1991,203.93,175.5
07/01/1991,203.97,176.1
07/02/1991,203.73,174.83
07/03/1991,204.97,177.8
07/04/1991,204.97,177.8
07/05/1991,205.04,177.85
07/08/1991,205.41,177.15
07/09/1991,204.61,175.73
07/10/1991,205,175.44
07/11/1991,203.74,172.01
07/12/1991,204.15,173.02
07/15/1991,204.57,172.55
07/16/1991,204.44,173.17
07/17/1991,204.86,174.96
07/18/1991,205.1,173.57
07/19/1991,205.24,173.92
07/22/1991,203.6,171.52
07/23/1991,203.8,168.91
07/24/1991,201.71,157.91
07/25/1991,201.8,160.49
07/26/1991,202.92,161.5
07/29/1991,201.54,160.99
07/30/1991,201.03,160.22
07/31/1991,201.61,160.76
08/01/1991,201.37,159.8
08/02/1991,197.05,155.17
08/05/1991,197.36,155.44
08/06/1991,197.61,156.26
08/07/1991,197.47,156.68
08/08/1991,197.78,155
08/09/1991,198.4,156.92
08/12/1991,198.01,156.63
08/13/1991,197.33,155.53
08/14/1991,198.12,156.64
08/15/1991,197.66,155.26
08/16/1991,198.12,157.89
08/19/1991,198.54,158.35
08/20/1991,197.04,156.04
08/21/1991,197.51,155.75
08/22/1991,196.06,154.68
08/23/1991,195.65,155.91
08/26/1991,196.67,155.71
08/27/1991,196.26,154.91
08/28/1991,195.96,155.29
08/29/1991,194.24,151.3
08/30/1991,192.74,150.74
09/02/1991,192.74,150.74
09/03/1991,192.86,154.65
09/04/1991,192.94,154.55
09/05/1991,192.1,152.94
09/06/1991,193.22,157.06
09/09/1991,194.29,159.94
09/10/1991,193.66,157.62
09/11/1991,191.18,156
09/12/1991,190.55,156.42
09/13/1991,190.58,157.81
09/16/1991,190.71,158.15
09/17/1991,191.89,160.51
09/18/1991,192.96,161.4
09/19/1991,192.82,160.83
09/20/1991,192.91,161.68
09/23/1991,194.2,164.88
09/24/1991,195.81,168.1
09/25/1991,195.35,166.76
09/26/1991,194.17,162.48
09/27/1991,193.27,161.14
09/30/1991,196.04,163.28
10/01/1991,196.07,164.28
10/02/1991,196.81,163.72
10/03/1991,197.93,165.11
10/04/1991,198.57,163.26
10/07/1991,198.82,162.47
10/08/1991,197.85,160.02
10/09/1991,198.93,161.14
10/10/1991,198.51,159.75
10/11/1991,199.15,162.52
10/14/1991,198.63,160.63
10/15/1991,198,160.06
10/16/1991,198.24,161.85
10/17/1991,199.26,161.79
10/18/1991,200.44,163.19
10/21/1991,201.35,163.65
10/22/1991,201.44,163.36
10/23/1991,200.53,161.54
10/24/1991,200.39,162.27
10/25/1991,199.7,161.19
10/28/1991,198.74,160.47
10/29/1991,198.93,161.67
10/30/1991,198.63,161.62
10/31/1991,198.11,161.44
11/01/1991,196.7,159.7
11/04/1991,197.45,160.55
11/05/1991,195.98,159.78
11/06/1991,196.23,160
11/07/1991,195.65,157.27
11/08/1991,195.95,157.48
11/11/1991,196.6,157.83
11/12/1991,196.9,158.97
11/13/1991,197.26,159.38
11/14/1991,196.35,156.76
11/15/1991,198.84,158.64
11/18/1991,199.69,158.67
11/19/1991,201.36,160.47
11/20/1991,201.6,160.88
11/21/1991,203.77,162.61
11/22/1991,204.34,163.02
11/25/1991,203.71,160.75
11/26/1991,202.63,160.77
11/27/1991,203.7,160.17
11/28/1991,203.7,160.17
11/29/1991,203.7,159.94
12/02/1991,203.11,159.69
12/03/1991,201.22,158.03
12/04/1991,202.07,157.86
12/05/1991,203.24,158.65
12/06/1991,204.31,158.4
12/09/1991,204.22,157.99
12/10/1991,203.97,156.65
12/11/1991,202.62,153.94
12/12/1991,197.86,150.45
12/13/1991,198.66,150.94
12/16/1991,198.51,150.53
12/17/1991,197.54,150.82
12/18/1991,198.5,150.75
12/19/1991,197.58,150.58
12/20/1991,198.27,151.18
12/23/1991,198.72,153.45
12/24/1991,198.58,153.59
12/25/1991,198.58,153.59
12/26/1991,195.98,153.42
12/27/1991,195.5,151.69
12/30/1991,194.96,151.34
12/31/1991,195.69,152.69
01/01/1992,195.69,152.69
01/02/1992,194.64,155.18
01/03/1992,193.72,155.08
01/06/1992,193.12,154.93
01/07/1992,193.25,153.97
01/08/1992,193.8,155.08
01/09/1992,197.1,162.25
01/10/1992,196.83,160.39
01/13/1992,195.57,159.74
01/14/1992,196.03,160.27
01/15/1992,195.78,162.63
01/16/1992,197.01,169.6
01/17/1992,195.65,167.75
01/20/1992,197.75,167.29
01/21/1992,197.88,167.62
01/22/1992,197.85,167.95
01/23/1992,196,165.31
01/24/1992,195.91,162.9
01/27/1992,196.14,163.15
01/28/1992,196.65,163.95
01/29/1992,196.84,166.32
01/30/1992,195.43,162.3
01/31/1992,197.27,163.69
02/03/1992,197.05,163.35
02/04/1992,196.8,163.48
02/05/1992,196.49,164.48
02/06/1992,196.57,165.28
02/07/1992,196.09,164.28
